"id","email","phone","password_hash","role_id","status","full_name","address","created_at","updated_at"
"afef54c0-c509-4a3d-bd04-f1c06922e7e6","cong.vien.van.hoa.dam.sen@partner.voucherhub.com","02839632483","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Công Viên Văn Hóa Đầm Sen","Công viên Văn hóa Đầm Sen - Số 03 Hòa Bình, Phường 3, Quận 11","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"cd1b22e9-8057-4629-9275-5484c505f108","la.bella.pilates@partner.voucherhub.com","02844556886","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện La Bella Pilates","159/4 Hoàng Văn Thụ, Phường 8, Quận Phú Nhuận, TP.HCM","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"d7c72160-67f9-4695-a479-0bbb321f6c2d","novotel.living.saigon.south@partner.voucherhub.com","02854145555","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Novotel Living Saigon South","NOVOTEL LIVING SAIGON SOUTH - 2 Đường C, Khu đô thị Phú Mỹ Hưng, Phường Tân Mỹ, TP.HCM","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"02c24f17-11ea-4608-baaf-b36d406cec8c","pullman.saigon.centre@partner.voucherhub.com","02838388686","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Pullman Saigon Centre","Food Connexion - Tầng 3, Pullman Saigon Centre 5* - 148 Trần Hưng Đạo, Phường Cầu Ông Lãnh, Tp.HCM","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"993773c1-481a-49b6-b357-9fd2c1e6e934","hotel.nikko.saigon@partner.voucherhub.com","028392955200","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Hotel Nikko Saigon","La Brasserie - Hotel Nikko Saigon: Tầng 2, 235 Nguyễn Văn Cừ, Phường Cầu Ông Lãnh, Tp.HCM","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"ada11eb4-35fa-49fa-89e1-81f8f91e402c","vien.dong@partner.voucherhub.com","0903100001","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Viễn Đông","Viễn Đông – Số 275A Phạm Ngũ Lão, Phường Bến Thành, Tp.HCM","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"55baebfa-0751-46e0-b5e9-4a655b33054d","golden.coast.resort.spa@partner.voucherhub.com","02873003799","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Golden Coast Resort & Spa","Golden Coast Resort & Spa Địa chỉ: 41 Lạc Long Quân, Tiến Thành, Phan Thiết","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"265ab1ad-1e0c-410c-b363-b6f4395dc632","top.nail.q1@partner.voucherhub.com","0792428191","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Top Nail Q1","TOP NAIL - 14B Võ Thị Sáu, Phường Tân Định, TP. Hồ Chí Minh","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"04fbcfc2-f2ba-4060-9fee-8bdd7fbd5bd5","hotel.majestic.sg@partner.voucherhub.com","02838295517","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Hotel Majestic Sg","Cơ sở áp dụng tại TP. Hồ Chí Minh","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"a27d259d-00e2-4b0d-b507-c4ae0ade359d","metashow.exhibition@partner.voucherhub.com","0903100002","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Metashow Exhibition","Metashow Exhibition duy nhất tại Tp.HCM","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"36a01c84-8e10-4192-bd30-8a7eb51f8da0","ty.house.spa@partner.voucherhub.com","0903100003","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Ty House Spa","Cơ sở áp dụng tại TP. Hồ Chí Minh","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"4c02c357-b07f-4280-85ed-13cbcabf558f","nha.khoa.white.smile.dental@partner.voucherhub.com","0903100004","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Nha Khoa White Smile Dental","Nha Khoa Thẩm Mỹ White Smile Dental - 104 Nguyễn Công Trứ, P. S","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"2ddd30d0-b757-4ceb-9fc1-6d3284a40c01","hoang.yen.group@partner.voucherhub.com","02862760749","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Hoàng Yến Group","Tầng 5, Vạn Hạnh Mall, 11 Sư Vạn Hạnh, Quận 10, TP.HCM","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"ba2e5f90-5761-4ddb-86df-0d1c0733e882","khach.san.de.nhat@partner.voucherhub.com","0903100005","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Khách Sạn Đệ Nhất","Khu Hoa Viên Hồ Bơi - Khách sạn Đệ Nhất – 18 Hoàng Việt, Phường Tân Sơn Nhất, Tp.HCM","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"fc55d296-d0a6-4b48-a0c6-8d4b5fa1876e","lai.towa.sedona.suites@partner.voucherhub.com","0903116038","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Lai - Towa (Sedona Suites)","Lai - Towa - Tầng 28 Sedona Suites (Bên cạnh Sài Gòn Center) 92-94 Nam Kỳ Khởi Nghĩa, Phường Sài Gòn, TP. Hồ Chí Minh","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"643d9fb1-7274-4ec1-9e76-9d27f681889f","du.thuyen.rever.sai.gon.5@partner.voucherhub.com","0903100006","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Du Thuyền Rever Sài Gòn 5*","DU THUYỀN REVER SÀI GÒN 5* Xuất phát hàng ngày từ Cảng Sài Gòn tại số 05 Nguyễn Tất Thành, Phường 13, Quận 4","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"581affc5-371c-429a-9795-d671fb4130d9","ros.yacht.club@partner.voucherhub.com","0903796236","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện ROS Yacht Club","ROS YACHT CLUB - Địa chỉ đón khách: Bến Bạch Đằng - 10B Tôn Đức Thắng, Phường Sài Gòn, Tp. Hồ Chí Minh","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"2a17585d-7280-42fa-9613-077bc0268dea","saigon.prince.hotel@partner.voucherhub.com","02838222999","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Saigon Prince Hotel","Saigon Prince Hotel 4* - Số 59 - 73 Nguyễn Huệ, Phường Sài Gòn, Tp. HCM","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"1e31511f-b133-4aee-83ef-addad5e91f73","icon.saigon.cruise@partner.voucherhub.com","0903100007","$2b$10$UI8ZJCjBRTKLdLL22alPROIUJ2TrcUY6KXUwuyEVq824cqFhybjt2","3","active","Đại Diện Icon Saigon Cruise","ICON Saigon Cruise - Địa chỉ đón khách: Cảng Hành khách Tàu biển – Cảng Sài Gòn , số 5 Nguyễn Tất Thành, phường Xóm Chiếu, TP.HCM","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
